Subjectline,Region,Division,MAP_B&B,Email_Type,tactic_nm,tactic_id,# of Contacts,# of Emails Sent,Delivered,Bounced,Deliver Rate,Opened,Open Rate,Clicked,Click Rate,Sum of Win $
qPCR assay: lentivirus characterization,AMER,PPA,Batch & Blast,Awareness,SO-EM- PHA- ViralSE Lentivirus Proviral DNA Titer,EM5095700,4218,4218,4206,12,100%,2154,51%,154,7%,$50963
qPCR assay: lentivirus characterization,To Be Mapped,PPA,Batch & Blast,Awareness,SO-EM- PHA- ViralSE Lentivirus Proviral DNA Titer,EM5095700,637,637,625,12,98%,391,61%,88,23%,
Q&A: Navigating media manufacturing scale-up,AMER,BCD,MAP,Awareness,RO-eT1-MAP COF Rapid Prototyping Track EM2-Global,EM5082774,2148,2195,2195,0,100%,1279,58%,498,39%,$111391
Q&A: Navigating media manufacturing scale-up,APJ,BCD,MAP,Awareness,RO-eT1-MAP COF Rapid Prototyping Track EM2-Global,EM5082774,665,718,717,1,100%,222,31%,48,22%,$28860
Q&A: Navigating media manufacturing scale-up,EMEA,BCD,MAP,Awareness,RO-eT1-MAP COF Rapid Prototyping Track EM2-Global,EM5082774,741,831,830,1,100%,318,38%,71,22%,
Q&A: Navigating media manufacturing scale-up,To Be Mapped,BCD,MAP,Awareness,RO-eT1-MAP COF Rapid Prototyping Track EM2-Global,EM5082774,887,840,831,9,99%,527,63%,183,35%,
"Providing a dependable supply of innovative cell culture solutions, Gibco™ AGT™ media",APJ,BCD,Batch & Blast,To Be Mapped,EM5104143_Gibco™ Advanced Granulation Technology™ (AGT™) media,EM5104143,1750,1750,1750,0,100%,398,23%,11,3%,$18708
"Providing a dependable supply of innovative cell culture solutions, Gibco™ AGT™ media",To Be Mapped,BCD,Batch & Blast,To Be Mapped,EM5104143_Gibco™ Advanced Granulation Technology™ (AGT™) media,EM5104143,945,945,945,0,100%,270,29%,6,2%,
Providing a dependable supply of innovative cell culture solutions,APJ,BCD,Batch & Blast,To Be Mapped,EM5104143_Gibco™ Advanced Granulation Technology™ (AGT™) media,EM5104143,3118,3120,3120,0,100%,800,26%,63,8%,$18708
Providing a dependable supply of innovative cell culture solutions,To Be Mapped,BCD,Batch & Blast,To Be Mapped,EM5104143_Gibco™ Advanced Granulation Technology™ (AGT™) media,EM5104143,492,495,495,0,100%,179,36%,1,1%,
Protect your process from downtime,AMER,SUD,Batch & Blast,Awareness,LSG-BPG-SUD Services BB Email-NA,EM5097902,6375,6375,6375,0,100%,2026,32%,137,7%,$529832
Protect your process from downtime,EMEA,SUD,Batch & Blast,Awareness,SUD Services Email EMEA,EM5098957,27701,27702,27702,0,100%,7485,27%,822,11%,$281070
Protect your process from downtime,To Be Mapped,SUD,Batch & Blast,Awareness,LSG-BPG-SUD Services BB Email-NA,EM5097902,858,858,858,0,100%,363,42%,22,6%,
Protect your high-value products,AMER,SUD,Batch & Blast,Awareness,eT2-SUD Q1 campaign-Email2-Americas,EM5091099,2349,2349,2319,30,99%,1182,50%,383,32%,
Produce cell culture reliably,AMER,SUD,MAP,Awareness,eP4-MAP Email-Adherent Cell Culture-EM1-Global,EM5097328,1387,1387,1387,0,100%,521,38%,80,15%,$156706
Produce cell culture reliably,APJ,SUD,MAP,Awareness,eP4-MAP Email-Adherent Cell Culture-EM1-Global,EM5097328,510,510,510,0,100%,116,23%,23,20%,
Produce cell culture reliably,EMEA,SUD,MAP,Awareness,eP4-MAP Email-Adherent Cell Culture-EM1-Global,EM5097328,642,642,642,0,100%,227,35%,13,6%,
Produce cell culture reliably,To Be Mapped,SUD,MAP,Awareness,eP4-MAP Email-Adherent Cell Culture-EM1-Global,EM5097328,813,813,813,0,100%,245,30%,40,16%,
Prepare your gene therapy for clinical trials,AMER,BCD,MAP,Awareness,eT2-BPG-CCCT-Gene Therapy MAP Bundle EM3-Scale Up,EM5100217,2493,2493,2493,0,100%,341,14%,80,23%,$208735
Prepare your gene therapy for clinical trials,APJ,BCD,MAP,Awareness,eT2-BPG-CCCT-Gene Therapy MAP Bundle EM3-Scale Up,EM5100217,793,793,793,0,100%,177,22%,8,5%,
Prepare your gene therapy for clinical trials,EMEA,BCD,MAP,Awareness,eT2-BPG-CCCT-Gene Therapy MAP Bundle EM3-Scale Up,EM5100217,1253,1253,1253,0,100%,474,38%,20,4%,$59190
Prepare your gene therapy for clinical trials,To Be Mapped,BCD,MAP,Awareness,eT2-BPG-CCCT-Gene Therapy MAP Bundle EM3-Scale Up,EM5100217,545,545,545,0,100%,110,20%,20,18%,
Precisely quantify viral particles,AMER,PPA,Batch & Blast,Awareness,SO-no edits- PHA -ViralSEQ Lentivirus Physical Tit,EM5096790,8524,8524,8477,47,99%,4353,51%,322,7%,$58180
Precisely quantify viral particles,To Be Mapped,PPA,Batch & Blast,Awareness,SO-no edits- PHA -ViralSEQ Lentivirus Physical Tit,EM5096790,1176,1177,1145,32,97%,627,53%,105,17%,
"Precise chromatography resin selection, simplified",AMER,PPA,Batch & Blast,Awareness,BPG-PPA - eT1 BioTech Campaign Mastering IND Succe,EM5104258,3370,3370,3370,0,100%,578,17%,91,16%,$4032200
Podcast: microbial media trends,AMER,BCD,Batch & Blast,Download,CCCT - SO No Edits EM - Microbial Bioproduction Po,EM5095098,6650,6650,6623,27,100%,2921,44%,388,13%,$671832
Podcast: microbial media trends,AMER,To Be Mapped,Batch & Blast,Awareness,2022_Q3_Microbial Podcast email,EM5095138,464,474,474,0,100%,327,69%,86,26%,
Podcast: microbial media trends,APJ,To Be Mapped,Batch & Blast,Awareness,2022_Q3_Microbial Podcast email,EM5095138,105,105,104,1,99%,72,69%,1,1%,
Podcast: microbial media trends,EMEA,To Be Mapped,Batch & Blast,Awareness,2022_Q3_Microbial Podcast email,EM5095138,18171,18347,18191,156,99%,12897,70%,1756,14%,
Podcast: microbial media trends,To Be Mapped,BCD,Batch & Blast,Download,CCCT - SO No Edits EM - Microbial Bioproduction Po,EM5095098,1653,1653,1623,30,98%,782,47%,328,42%,
Podcast: microbial media trends,To Be Mapped,To Be Mapped,Batch & Blast,Awareness,2022_Q3_Microbial Podcast email,EM5095138,1779,1785,1745,40,98%,1320,74%,416,32%,
Plan for successful buffer scale-up,AMER,BCD,MAP,Consideration,eT3 MAP - New EM- BP-Email3-Americas,EM5095853,13547,13547,13423,124,99%,7040,52%,1467,21%,$489394
Pharma analytics and microbial ID webinar,AMER,To Be Mapped,Batch & Blast,Webinar,RUSH-BPG-PA-New Microbial Identification Knowledge,EM5105650,5829,5829,5829,0,100%,1431,25%,53,4%,
Pharma analytics and microbial ID webinar,To Be Mapped,To Be Mapped,Batch & Blast,Webinar,RUSH-BPG-PA-New Microbial Identification Knowledge,EM5105650,1026,1026,1026,0,100%,275,27%,13,5%,
Partnering on single-use supply chain,APJ,SUD,Batch & Blast,Awareness,EM5091723_Supply-chain-partnership-with-customer,EM5091723,1482,1482,1479,3,100%,879,59%,58,7%,$450674
Partnering on single-use supply chain,APJ,SUD,Batch & Blast,Webinar,EM5091723_Supply-chain-partnership-with-customer,EM5091723,1685,1685,1685,0,100%,503,30%,28,6%,$450674
Partnering on single-use supply chain,To Be Mapped,SUD,Batch & Blast,Awareness,EM5091723_Supply-chain-partnership-with-customer,EM5091723,599,599,595,4,99%,353,59%,123,35%,
Partnering on single-use supply chain,To Be Mapped,SUD,Batch & Blast,Webinar,EM5091723_Supply-chain-partnership-with-customer,EM5091723,560,560,555,5,99%,239,43%,6,3%,
Partner with us for upstream mAb development,AMER,SUD,Batch & Blast,Awareness,eT1-SUD Q1 campaign -Email1-Americas,EM5090281,2087,2087,2069,18,99%,1582,76%,909,57%,$346500
Partner with a trusted cGMP media supplier,AMER,BCD,MAP,Awareness,RO-eT4-MAP COF GMP Track EM5-Global,EM5082741,1099,1283,1283,0,100%,1651,129%,1662,101%,
Partner with a trusted cGMP media supplier,To Be Mapped,BCD,MAP,Awareness,RO-eT4-MAP COF GMP Track EM5-Global,EM5082741,449,474,472,2,100%,703,148%,1004,143%,
Overcome the challenges in gene therapy production,EMEA,To Be Mapped,MAP,Awareness,Gene Therapy MAP EMEA Em5,EM5080750,5652,5820,5792,28,100%,2605,45%,587,23%,
Order selected resins and save 25%,AMER,PPA,Batch & Blast,Promotion,BPG-PA SO Purification AAV promotion email - AMERI,EM5107516,929,929,929,0,100%,448,48%,10,2%,
Optimizing AAV purification event,AMER,PPA,Batch & Blast,Awareness,AMER KC Spotlight-Optimizing AAV purification for,EM5102983,6730,6732,6732,0,100%,2087,31%,239,11%,$68418
Optimizing AAV purification event,To Be Mapped,PPA,Batch & Blast,Awareness,AMER KC Spotlight-Optimizing AAV purification for,EM5102983,425,425,425,0,100%,128,30%,21,16%,
Optimize your process with custom media,AMER,BCD,MAP,Awareness,BPG - CCCT - eT4 - MAP - Gibco Media by Design - G,EM5103780,1150,1150,1150,0,100%,929,81%,33,4%,
Optimize your process with custom media,APJ,BCD,MAP,Awareness,BPG - CCCT - eT4 - MAP - Gibco Media by Design - G,EM5103780,165,165,165,0,100%,102,62%,3,3%,
Optimize your process with custom media,EMEA,BCD,MAP,Awareness,BPG - CCCT - eT4 - MAP - Gibco Media by Design - G,EM5103780,1897,1897,1897,0,100%,1559,82%,31,2%,
Optimize your process with custom media,To Be Mapped,BCD,MAP,Awareness,BPG - CCCT - eT4 - MAP - Gibco Media by Design - G,EM5103780,1093,1093,1093,0,100%,798,73%,32,4%,
Optimize your mAb workflow,AMER,SUD,Batch & Blast,Awareness,eT1-SUD Q1 campaign -Email1-Americas,EM5090281,2446,2446,2413,33,99%,1074,44%,424,39%,$346500
Optimize your mAb process development,AMER,SUD,Batch & Blast,Awareness,mAB_Segment_Campaign_Email 2,EM5098959,419,419,419,0,100%,92,22%,2,2%,
Optimize your mAb process development,APJ,SUD,Batch & Blast,Awareness,mAB_Segment_Campaign_Email 2,EM5098959,105,105,105,0,100%,31,30%,0,0%,
Optimize your mAb process development,EMEA,SUD,Batch & Blast,Awareness,mAB_Segment_Campaign_Email 2,EM5098959,17768,17769,17769,0,100%,3510,20%,334,10%,$449600
Optimize your mAb process development,To Be Mapped,SUD,Batch & Blast,Awareness,mAB_Segment_Campaign_Email 2,EM5098959,1018,1018,1018,0,100%,333,33%,14,4%,
Optimize your gene therapy purification process with innovative downstream solutions.,AMER,PPA,MAP,Awareness,eP4 - GTx ABM - Purification,EM5078083,566,566,564,2,100%,269,48%,120,45%,
Optimize your gene therapy purification process with innovative downstream solutions.,To Be Mapped,PPA,MAP,Awareness,eP4 - GTx ABM - Purification,EM5078083,217,217,212,5,98%,97,45%,205,211%,
Optimize your cell culture process with bioproduction analytics,APJ,BCD,Batch & Blast,Webinar,EM5093988_Gibco-PD-Express-Services,EM5093988,2956,2956,2947,9,100%,1242,42%,88,7%,$52897
Optimize your cell culture process with bioproduction analytics,To Be Mapped,BCD,Batch & Blast,Webinar,EM5093988_Gibco-PD-Express-Services,EM5093988,866,866,861,5,99%,359,41%,56,16%,
Optimize your cell culture medium,AMER,BCD,MAP,Awareness,BPG-CCCT-eT2 Vaccine Scale-Up MAP-Catalog or custo,EM5105531,1028,1028,1028,0,100%,680,66%,28,4%,
Optimize your cell culture medium,To Be Mapped,BCD,MAP,Awareness,BPG-CCCT-eT2 Vaccine Scale-Up MAP-Catalog or custo,EM5105531,347,347,347,0,100%,204,59%,21,10%,
Optimize your buffer prep,AMER,BCD,Batch & Blast,Awareness,SO -no edits- BPG-PCS-PLPS-Simplify Manufacturing-,EM5094702,6112,6112,6080,32,99%,2995,49%,574,19%,$310993
Optimize your buffer prep,AMER,BCD,MAP,Consideration,eT1 MAP - Resend- BPG-PLPS - Simplify - EM2-Global,EM5094777,211,244,243,1,100%,137,56%,85,62%,
Optimize your buffer prep,AMER,To Be Mapped,MAP,Awareness,eT1-MAP CDMO PLPS Outsource Buffers EM6-Global,EM5084618,472,474,474,0,100%,168,35%,36,21%,
Optimize your buffer prep,EMEA,To Be Mapped,MAP,Awareness,eT1-MAP CDMO PLPS Outsource Buffers EM6-Global,EM5084618,279,280,280,0,100%,46,16%,6,13%,
Optimize your buffer prep,To Be Mapped,BCD,Batch & Blast,Awareness,SO -no edits- BPG-PCS-PLPS-Simplify Manufacturing-,EM5094702,1565,1565,1518,47,97%,760,49%,530,70%,
Optimize your buffer prep,To Be Mapped,To Be Mapped,MAP,Awareness,eT1-MAP CDMO PLPS Outsource Buffers EM6-Global,EM5084618,228,228,227,1,100%,63,28%,40,63%,
Optimize viral production: Gibco HEK Feed Panel,AMER,BCD,Batch & Blast,Awareness,CCCT - SO EM No Edits - NPI HEK Feed Panel - AMERI,EM5101746,4079,4079,4079,0,100%,1073,26%,106,10%,$1293849
Optimize purification processes,AMER,PPA,Batch & Blast,Awareness,BPG-PPA - eT1 BioTech Campaign Mastering IND Succe,EM5104258,7123,7123,7123,0,100%,1377,19%,277,20%,$4032200
Optimize productivity: high-performance CHO,AMER,BCD,Batch & Blast,Awareness,BPG-CCCT - SO EM Edits - Level Up your CHO Cell Pr,EM5105643,2398,2398,2398,0,100%,589,25%,15,3%,$1000
Optimize productivity: high-performance CHO,To Be Mapped,BCD,Batch & Blast,Awareness,BPG-CCCT - SO EM Edits - Level Up your CHO Cell Pr,EM5105643,481,481,481,0,100%,150,31%,0,0%,
Optimize CGMP sourcing,AMER,BCD,Batch & Blast,Awareness,BPG-PCS - New EM - KC Seminar for TSS Engagement -,EM5104975,1353,1353,1353,0,100%,455,34%,45,10%,
Optimize CGMP sourcing,To Be Mapped,BCD,Batch & Blast,Awareness,BPG-PCS - New EM - KC Seminar for TSS Engagement -,EM5104975,337,337,337,0,100%,83,25%,4,5%,
Optimize buffer prep from process to production,AMER,BCD,Batch & Blast,Awareness,SO -no edits- BPG-PCS-PLPS-Simplify Manufacturing-,EM5094702,3344,3344,3338,6,100%,1691,51%,372,22%,$310993
Optimize buffer prep from process to production,To Be Mapped,BCD,Batch & Blast,Awareness,SO -no edits- BPG-PCS-PLPS-Simplify Manufacturing-,EM5094702,804,804,780,24,97%,427,53%,175,41%,
Optimize AAV production with media panels,AMER,BCD,MAP,Awareness,eP5-BPG-CCCT-Gene Therapy MAP Bundle EM1-Process O,EM5100220,2433,2433,2433,0,100%,400,16%,28,7%,$7220
Optimize AAV production with media panels,APJ,BCD,MAP,Awareness,eP5-BPG-CCCT-Gene Therapy MAP Bundle EM1-Process O,EM5100220,653,653,653,0,100%,119,18%,2,2%,
Optimize AAV production with media panels,EMEA,BCD,MAP,Awareness,eP5-BPG-CCCT-Gene Therapy MAP Bundle EM1-Process O,EM5100220,1002,1002,1002,0,100%,154,15%,19,12%,
Optimize AAV production with media panels,To Be Mapped,BCD,MAP,Awareness,eP5-BPG-CCCT-Gene Therapy MAP Bundle EM1-Process O,EM5100220,1174,1174,1174,0,100%,152,13%,7,5%,
Optimising AAV purification event today,AMER,To Be Mapped,Batch & Blast,Event,2023_Q1_AAV_Spotlight_Email2 (On day),EM5099941,182,182,182,0,100%,10,5%,2,20%,
Optimising AAV purification event today,EMEA,To Be Mapped,Batch & Blast,Event,2023_Q1_AAV_Spotlight_Email2 (On day),EM5099941,9025,9029,9029,0,100%,865,10%,167,19%,
Optimising AAV purification event,AMER,To Be Mapped,Batch & Blast,Webinar,2023_Q1_AAV_Spotlight_Email1,EM5099940,240,240,240,0,100%,56,23%,0,0%,
Optimising AAV purification event,EMEA,To Be Mapped,Batch & Blast,Webinar,2023_Q1_AAV_Spotlight_Email1,EM5099940,12387,12388,12388,0,100%,3296,27%,152,5%,
Optimise your process with the DynaSpin centrifuge,AMER,SUD,Batch & Blast,Webinar,KC SUT Seminar - Dynaspin Email 1,EM5102284,404,404,404,0,100%,97,24%,4,4%,
Optimise your process with the DynaSpin centrifuge,EMEA,SUD,Batch & Blast,Webinar,KC SUT Seminar - Dynaspin Email 1,EM5102284,21548,21550,21550,0,100%,4502,21%,112,2%,$200000
Optimise your mAb process development,AMER,SUD,Batch & Blast,Awareness,mAB_Segment_Campaign_Email 1,EM5098958,509,509,509,0,100%,158,31%,10,6%,
Optimise your mAb process development,APJ,SUD,Batch & Blast,Awareness,mAB_Segment_Campaign_Email 1,EM5098958,128,128,128,0,100%,41,32%,5,12%,
Optimise your mAb process development,EMEA,SUD,Batch & Blast,Awareness,mAB_Segment_Campaign_Email 1,EM5098958,21365,21366,21366,0,100%,5816,27%,446,8%,$674250
Optimise your mAb process development,To Be Mapped,SUD,Batch & Blast,Awareness,mAB_Segment_Campaign_Email 1,EM5098958,1253,1253,1253,0,100%,393,31%,36,9%,
Optimise your mAb manufacturing & CHO processes,EMEA,BCD,MAP,Awareness,CCCT-Efficient-Pro Email 3 Review-Email17-EMEA,EM5092316,13591,13688,13625,63,100%,8267,60%,955,12%,$1274672
Optimise your gene therapy purification process with innovative downstream solutions.,EMEA,To Be Mapped,MAP,Awareness,Gene Therapy MAP EMEA Em4,EM5080749,5756,5933,5901,32,99%,2753,46%,664,24%,
Optimise your cell culture process,EMEA,BCD,Batch & Blast,Awareness,Q3_CCCT-Analytics-Email1-EMEA,EM5093527,421,421,416,5,99%,39,9%,14,36%,$1917639
One-step isolation and activation with active release from your target cells at any point in your cell therapy manufacturing process,APJ,BCD,Batch & Blast,To Be Mapped,EM5105915_New-Product-for-Cell-Therapy,EM5105915,1963,1965,1965,0,100%,326,17%,17,5%,$235
One-step isolation and activation with active release from your target cells at any point in your cell therapy manufacturing process,To Be Mapped,BCD,Batch & Blast,To Be Mapped,EM5105915_New-Product-for-Cell-Therapy,EM5105915,528,531,531,0,100%,110,21%,0,0%,
On-demand webinar: Simplifying analytical development for viral vector production,EMEA,PPA,Batch & Blast,Webinar,PA Webinar email-Email1-EMEA,EM5089858,26355,26450,26229,221,99%,15548,59%,3144,20%,$344305
On-Demand Webinar: Quality Control of mRNA Vaccines by Sequencing,APJ,To Be Mapped,Batch & Blast,Webinar,EM5092685_mRNA_Vaccine_QC_On_Demand_Webinar,EM5092685,866,866,860,6,99%,164,19%,35,21%,
On-demand webinar: media optimization with multi-omics workflow,APJ,BCD,Batch & Blast,Webinar,EM5096505_On_deman_webinar_media_development,EM5096505,7902,7902,7876,26,100%,3784,48%,360,10%,$311966
On-demand webinar: media optimization with multi-omics workflow,To Be Mapped,BCD,Batch & Blast,Webinar,EM5096505_On_deman_webinar_media_development,EM5096505,2103,2105,2083,22,99%,1096,52%,133,12%,
On-Demand Webinar: Improving HEK293 & AAV Processes Using a Single-use Bioreactor,APJ,To Be Mapped,Batch & Blast,Webinar,EM5091203_On_Demand_Webinar_Improving_HEK293_AAV_Processes,EM5091203,7465,7468,7439,29,100%,4396,59%,1022,23%,
On-Demand Webinar: How does early process design impact the robustness of your supply chain?,APJ,SUD,Batch & Blast,Webinar,EM5092607_On_Demand_Webinar_How_does_early_process_design,EM5092607,211,211,211,0,100%,26,12%,1,4%,$25250
On-demand webinar: Bioprocess Next,EMEA,To Be Mapped,Batch & Blast,Webinar,Bioprocess-Next-On-Demand-Promo-Email-EMEA,EM5092700,4612,4612,4564,48,99%,2805,61%,934,33%,
On-demand webinar: benefits of peptones,AMER,BCD,MAP,Awareness,eP5-BPG-CCCT-RO-Boost Productivity Peptones-Supple,EM5096868,4887,4887,4887,0,100%,1139,23%,68,6%,$73600
On-demand webinar: benefits of peptones,APJ,BCD,MAP,Awareness,eP5-BPG-CCCT-RO-Boost Productivity Peptones-Supple,EM5096868,1672,1672,1672,0,100%,369,22%,35,9%,$1844234
On-demand webinar: benefits of peptones,EMEA,BCD,MAP,Awareness,eP5-BPG-CCCT-RO-Boost Productivity Peptones-Supple,EM5096868,1750,1750,1750,0,100%,1014,58%,33,3%,
On-demand webinar: benefits of peptones,To Be Mapped,BCD,MAP,Awareness,eP5-BPG-CCCT-RO-Boost Productivity Peptones-Supple,EM5096868,1551,1551,1551,0,100%,349,23%,21,6%,
On-demand webinar: AAV manufacturing 🧬,AMER,To Be Mapped,Batch & Blast,Webinar,Quick win Bioprocess Next on-demand,EM5102500,3408,3409,3409,0,100%,1131,33%,151,13%,
On-demand webinar: AAV manufacturing 🧬,To Be Mapped,To Be Mapped,Batch & Blast,Webinar,Quick win Bioprocess Next on-demand,EM5102500,173,173,173,0,100%,43,25%,6,14%,
on-demand webinar - 3세대 S.U.B. DynaDrive의 퍼포먼스를 웨비나로 확인하세요,APJ,SUD,Batch & Blast,Webinar,EM5102268_DynaDrive_on_demand_webinar,EM5102268,2557,2557,2557,0,100%,826,32%,47,6%,$46319
on-demand webinar - 3세대 S.U.B. DynaDrive의 퍼포먼스를 웨비나로 확인하세요,To Be Mapped,SUD,Batch & Blast,Webinar,EM5102268_DynaDrive_on_demand_webinar,EM5102268,1103,1103,1103,0,100%,433,39%,30,7%,
On Demand: Bioprocess Next-Leadership Summit and Expo,APJ,To Be Mapped,Batch & Blast,Webinar,EM5092806_View-Ondemand-Bioprocess-Next,EM5092806,2568,2568,2563,5,100%,896,35%,21,2%,
On Demand: Bioprocess Next-Leadership Summit and Expo,To Be Mapped,To Be Mapped,Batch & Blast,Webinar,EM5092806_View-Ondemand-Bioprocess-Next,EM5092806,754,756,747,9,99%,275,36%,2,1%,
Obtain naive and early-memory phenotypes,AMER,BCD,Batch & Blast,Awareness,BPG-CCCT - SO EM No Edits - Detachable Dynabeads C,EM5105627,1869,1869,1869,0,100%,688,37%,37,5%,
Obtain naive and early-memory phenotypes,To Be Mapped,BCD,Batch & Blast,Awareness,BPG-CCCT - SO EM No Edits - Detachable Dynabeads C,EM5105627,225,225,225,0,100%,80,36%,0,0%,
Nunc Cell Factory 系统演示视频,GC,SUD,MAP,Awareness,GC-EM2-Email2-Greater China,EM5099284,114,115,115,0,100%,23,20%,0,0%,
Nucleic acid extraction for mycoplasma detection,AMER,PPA,MAP,Cross-Sell,eT2 - MAP - PA MycoSEQ 1.0 - Sample Prep - EM3 - G,EM5091497,1025,1053,1052,1,100%,351,33%,39,11%,
Nucleic acid extraction for mycoplasma detection,APJ,PPA,MAP,Cross-Sell,eT2 - MAP - PA MycoSEQ 1.0 - Sample Prep - EM3 - G,EM5091497,134,135,135,0,100%,42,31%,22,52%,
Nucleic acid extraction for mycoplasma detection,EMEA,PPA,MAP,Cross-Sell,eT2 - MAP - PA MycoSEQ 1.0 - Sample Prep - EM3 - G,EM5091497,590,603,602,1,100%,194,32%,179,92%,$15000
Nucleic acid extraction for mycoplasma detection,To Be Mapped,PPA,MAP,Cross-Sell,eT2 - MAP - PA MycoSEQ 1.0 - Sample Prep - EM3 - G,EM5091497,419,425,424,1,100%,136,32%,68,50%,
Nucleic acid extraction for host cell DNA quantitation,AMER,PPA,MAP,Cross-Sell,eT3 - MAP - PA resDNASEQ - Sample Prep - EM4 - Glo,EM5091446,512,519,516,3,99%,469,90%,136,29%,
Nucleic acid extraction for host cell DNA quantitation,To Be Mapped,PPA,MAP,Cross-Sell,eT3 - MAP - PA resDNASEQ - Sample Prep - EM4 - Glo,EM5091446,140,140,140,0,100%,139,99%,81,58%,
Now available—fill finish solution,AMER,SUD,Batch & Blast,Awareness,BPG-DIV SO no edits Fill Finish NPI Email,EM5104178,1336,1336,1336,0,100%,635,48%,20,3%,
Now available—fill finish solution,APJ,SUD,Batch & Blast,To Be Mapped,EM5106089_Fill_Finish_NPI_Email_Blast_EM1,EM5106089,2386,2388,2388,0,100%,523,22%,20,4%,
